Name reduce-output-bytes shuffle-finish reduce-finish
task_200904102259_0008_r_001209 370462300 36 45
task_200904102259_0008_r_001210 370253900 35 45
task_200904102259_0008_r_001211 370150700 35 44
task_200904102259_0008_r_001212 370257700 35 44
task_200904102259_0008_r_001213 370420700 35 44
task_200904102259_0008_r_001214 370697400 34 43
task_200904102259_0008_r_001215 370359000 35 43
task_200904102259_0008_r_001216 370494900 35 44
task_200904102259_0008_r_001217 370504200 38 47
task_200904102259_0008_r_001218 370131900 36 44
task_200904102259_0008_r_001219 370657200 34 43
task_200904102259_0008_r_001220 370054900 35 44
task_200904102259_0008_r_001221 370560400 34 43
task_200904102259_0008_r_001222 370735500 36 44
task_200904102259_0008_r_001223 370320400 35 44
task_200904102259_0008_r_001224 370270100 35 44
task_200904102259_0008_r_001225 370515800 36 44
task_200904102259_0008_r_001226 370324300 35 44
task_200904102259_0008_r_001227 370709600 35 43
task_200904102259_0008_r_001228 369949200 35 44
task_200904102259_0008_r_001229 370528600 33 42
task_200904102259_0008_r_001230 370233800 36 45
task_200904102259_0008_r_001231 370522400 35 45
task_200904102259_0008_r_001232 370169600 34 41
task_200904102259_0008_r_001233 370391500 35 44
task_200904102259_0008_r_001234 370419400 35 42
task_200904102259_0008_r_001235 370371700 35 45
task_200904102259_0008_r_001236 370412600 36 46
task_200904102259_0008_r_001237 370637300 34 44
task_200904102259_0008_r_001238 370485200 36 45
task_200904102259_0008_r_001239 370585100 36 45
task_200904102259_0008_r_001240 370515800 35 44
task_200904102259_0008_r_001241 370450300 35 43
task_200904102259_0008_r_001242 370205100 33 42
task_200904102259_0008_r_001243 370362800 35 43
task_200904102259_0008_r_001244 370262300 35 45
task_200904102259_0008_r_001245 370559200 35 44
task_200904102259_0008_r_001246 370478700 36 46
task_200904102259_0008_r_001247 370139400 35 46
task_200904102259_0008_r_001248 370188700 44 52
task_200904102259_0008_r_001249 370335000 35 44
task_200904102259_0008_r_001250 370011100 35 45
task_200904102259_0008_r_001251 370163400 35 43
task_200904102259_0008_r_001252 370120700 36 45
task_200904102259_0008_r_001253 370003500 35 45
task_200904102259_0008_r_001254 370010600 36 45
task_200904102259_0008_r_001255 370382100 34 42
task_200904102259_0008_r_001256 370695100 39 49
task_200904102259_0008_r_001257 370274400 34 42
task_200904102259_0008_r_001258 370677500 36 44
task_200904102259_0008_r_001259 370950400 35 43
task_200904102259_0008_r_001260 370624800 35 45
task_200904102259_0008_r_001261 370227900 34 42
task_200904102259_0008_r_001262 370380000 35 44
task_200904102259_0008_r_001263 370033000 35 44
task_200904102259_0008_r_001264 370422000 33 43
task_200904102259_0008_r_001265 370584600 35 43
task_200904102259_0008_r_001266 370606200 40 49
task_200904102259_0008_r_001267 369687200 35 45
task_200904102259_0008_r_001268 370705200 35 44
task_200904102259_0008_r_001269 370590400 34 42
task_200904102259_0008_r_001270 370609800 35 43
task_200904102259_0008_r_001271 370587100 35 45
task_200904102259_0008_r_001272 370250800 35 45
task_200904102259_0008_r_001273 370327000 35 43
task_200904102259_0008_r_001274 370867700 35 44
task_200904102259_0008_r_001275 370299700 35 43
task_200904102259_0008_r_001276 370370600 35 44
task_200904102259_0008_r_001277 370170500 35 44
task_200904102259_0008_r_001278 370700500 36 46
task_200904102259_0008_r_001279 370273900 39 48
task_200904102259_0008_r_001280 370490000 34 42
task_200904102259_0008_r_001281 370244200 35 44
task_200904102259_0008_r_001282 370180700 39 48
task_200904102259_0008_r_001283 370362700 35 47
task_200904102259_0008_r_001284 370169500 34 44
task_200904102259_0008_r_001285 370166300 35 44
task_200904102259_0008_r_001286 370347500 34 44
task_200904102259_0008_r_001287 370496900 35 44
task_200904102259_0008_r_001288 369985600 35 44
task_200904102259_0008_r_001289 370346100 35 44
task_200904102259_0008_r_001290 369974000 35 45
task_200904102259_0008_r_001291 370478400 35 43
task_200904102259_0008_r_001292 370550800 36 44
task_200904102259_0008_r_001293 370529100 35 45
task_200904102259_0008_r_001294 370640600 35 45
task_200904102259_0008_r_001295 370288300 35 43
task_200904102259_0008_r_001296 370257600 35 44
task_200904102259_0008_r_001297 370342300 35 43
task_200904102259_0008_r_001298 370239500 35 44
task_200904102259_0008_r_001299 370884700 35 46
task_200904102259_0008_r_001300 370245300 34 43
task_200904102259_0008_r_001301 370515400 35 44
task_200904102259_0008_r_001302 370666500 35 43
task_200904102259_0008_r_001303 370543600 36 45
task_200904102259_0008_r_001304 370216600 35 45
task_200904102259_0008_r_001305 370627400 36 46
task_200904102259_0008_r_001306 370526500 36 45
task_200904102259_0008_r_001307 370538100 36 45
task_200904102259_0008_r_001308 370504900 35 45
task_200904102259_0008_r_001309 370214900 34 44
task_200904102259_0008_r_001310 370426000 35 45
task_200904102259_0008_r_001311 370489300 35 45
task_200904102259_0008_r_001312 370601100 35 45
task_200904102259_0008_r_001313 370066700 35 44
task_200904102259_0008_r_001314 369990000 35 45
task_200904102259_0008_r_001315 370876400 35 44
task_200904102259_0008_r_001316 370422300 36 44
task_200904102259_0008_r_001317 370558800 34 42
task_200904102259_0008_r_001318 370210100 36 44
task_200904102259_0008_r_001319 370264500 35 44
task_200904102259_0008_r_001320 370299200 36 44
task_200904102259_0008_r_001321 370449500 35 44
task_200904102259_0008_r_001322 370345800 35 43
task_200904102259_0008_r_001323 370674400 34 42
task_200904102259_0008_r_001324 370361500 34 41
task_200904102259_0008_r_001325 370246900 35 44
task_200904102259_0008_r_001326 370332700 35 45
task_200904102259_0008_r_001327 370410700 35 44
task_200904102259_0008_r_001328 370540900 35 45
task_200904102259_0008_r_001329 370238000 35 44
task_200904102259_0008_r_001330 370549200 35 43
task_200904102259_0008_r_001331 369948900 34 42
task_200904102259_0008_r_001332 370483500 35 44
task_200904102259_0008_r_001333 370417400 36 44
task_200904102259_0008_r_001334 370339600 36 44
task_200904102259_0008_r_001335 370469800 35 43
task_200904102259_0008_r_001336 370276000 35 45
task_200904102259_0008_r_001337 370671100 35 44
task_200904102259_0008_r_001338 370178300 39 47
task_200904102259_0008_r_001339 370972700 35 43
task_200904102259_0008_r_001340 370093400 35 43
task_200904102259_0008_r_001341 370461400 35 44
task_200904102259_0008_r_001342 370093300 35 43
task_200904102259_0008_r_001343 370378700 34 43
task_200904102259_0008_r_001344 370573700 35 44
task_200904102259_0008_r_001345 370463500 34 43
task_200904102259_0008_r_001346 370175000 34 43
task_200904102259_0008_r_001347 370199000 35 44
task_200904102259_0008_r_001348 370746800 35 45
task_200904102259_0008_r_001349 370458400 36 48
task_200904102259_0008_r_001350 370555800 35 43
task_200904102259_0008_r_001351 370307100 39 48
task_200904102259_0008_r_001352 370108500 35 44
task_200904102259_0008_r_001353 370160700 36 45
task_200904102259_0008_r_001354 370419400 36 45
task_200904102259_0008_r_001355 370479700 35 44
task_200904102259_0008_r_001356 370065800 36 45
task_200904102259_0008_r_001357 370144500 33 42
task_200904102259_0008_r_001358 370413300 34 42
task_200904102259_0008_r_001359 370500100 34 42
task_200904102259_0008_r_001360 370124400 42 50
task_200904102259_0008_r_001361 370148800 37 47
task_200904102259_0008_r_001362 370489400 36 44
task_200904102259_0008_r_001363 370187500 35 43
task_200904102259_0008_r_001364 370758000 35 45
task_200904102259_0008_r_001365 370500600 35 43
task_200904102259_0008_r_001366 370384900 34 43
task_200904102259_0008_r_001367 370220800 35 45
task_200904102259_0008_r_001368 370109400 36 46
task_200904102259_0008_r_001369 370691200 36 46
task_200904102259_0008_r_001370 370705400 38 49
task_200904102259_0008_r_001371 370302500 36 46
task_200904102259_0008_r_001372 370425500 35 44
task_200904102259_0008_r_001373 370268200 34 43
task_200904102259_0008_r_001374 370203900 35 44
task_200904102259_0008_r_001375 370624400 35 44
task_200904102259_0008_r_001376 370099800 35 47
task_200904102259_0008_r_001377 370338300 35 47
task_200904102259_0008_r_001378 370565800 39 47
task_200904102259_0008_r_001379 370095300 36 46
task_200904102259_0008_r_001380 370130500 35 44
task_200904102259_0008_r_001381 370178300 35 45
task_200904102259_0008_r_001382 370582200 35 45
task_200904102259_0008_r_001383 370392000 35 44
task_200904102259_0008_r_001384 370391000 35 44
task_200904102259_0008_r_001385 370391500 36 45
task_200904102259_0008_r_001386 370161500 35 45
task_200904102259_0008_r_001387 370376800 35 43
task_200904102259_0008_r_001388 370563900 35 45
task_200904102259_0008_r_001389 370383800 36 45
task_200904102259_0008_r_001390 370403000 35 43
task_200904102259_0008_r_001391 370336100 36 45
task_200904102259_0008_r_001392 370209200 35 45
task_200904102259_0008_r_001393 370065200 35 45
task_200904102259_0008_r_001394 370643400 35 45
task_200904102259_0008_r_001395 370098800 35 45
task_200904102259_0008_r_001396 370354400 36 48
task_200904102259_0008_r_001397 370047500 35 47
task_200904102259_0008_r_001398 370449700 35 45
task_200904102259_0008_r_001399 370720400 36 47
task_200904102259_0008_r_001400 370244100 35 44
task_200904102259_0008_r_001401 370368500 36 45
task_200904102259_0008_r_001402 370741600 36 44
task_200904102259_0008_r_001403 370264900 36 45
task_200904102259_0008_r_001404 370320800 33 43
task_200904102259_0008_r_001405 370134900 35 44
task_200904102259_0008_r_001406 370248600 35 44
task_200904102259_0008_r_001407 370261100 35 45
task_200904102259_0008_r_001408 370190900 36 44
task_200904102259_0008_r_001409 370113200 35 45
task_200904102259_0008_r_001410 370232600 36 45
task_200904102259_0008_r_001411 370558200 35 45
task_200904102259_0008_r_001412 370264300 35 45
task_200904102259_0008_r_001413 370265500 34 42
task_200904102259_0008_r_001414 370548900 35 44
task_200904102259_0008_r_001415 370229100 35 44
task_200904102259_0008_r_001416 370207100 35 43
task_200904102259_0008_r_001417 370254400 35 44
task_200904102259_0008_r_001418 370451900 34 43
task_200904102259_0008_r_001419 370783400 34 42
task_200904102259_0008_r_001420 370276900 35 43
task_200904102259_0008_r_001421 370382800 35 48
task_200904102259_0008_r_001422 370364400 35 45
task_200904102259_0008_r_001423 370040300 35 45
task_200904102259_0008_r_001424 370972400 35 43
task_200904102259_0008_r_001425 370524000 40 50
task_200904102259_0008_r_001426 370613200 38 46
task_200904102259_0008_r_001427 370525600 36 44
task_200904102259_0008_r_001428 370249000 35 43
task_200904102259_0008_r_001429 370423500 36 45
task_200904102259_0008_r_001430 370268900 35 43
task_200904102259_0008_r_001431 370365800 35 44
task_200904102259_0008_r_001432 370352900 34 43
task_200904102259_0008_r_001433 370477500 34 42
task_200904102259_0008_r_001434 370452300 39 49
task_200904102259_0008_r_001435 370284500 36 45
task_200904102259_0008_r_001436 370097800 35 43
task_200904102259_0008_r_001437 370318800 36 45
task_200904102259_0008_r_001438 370171800 35 44
task_200904102259_0008_r_001439 370472200 35 44
task_200904102259_0008_r_001440 370315700 35 43
task_200904102259_0008_r_001441 370223000 35 43
task_200904102259_0008_r_001442 370504500 35 44
task_200904102259_0008_r_001443 370413500 36 45
task_200904102259_0008_r_001444 370552100 35 45
task_200904102259_0008_r_001445 369983600 35 45
task_200904102259_0008_r_001446 370283600 35 45
task_200904102259_0008_r_001447 370555100 35 45
task_200904102259_0008_r_001448 370036900 35 45
task_200904102259_0008_r_001449 370278100 36 46
task_200904102259_0008_r_001450 370290500 35 46
task_200904102259_0008_r_001451 370149500 35 44
task_200904102259_0008_r_001452 370553700 35 43
task_200904102259_0008_r_001453 370211000 35 44
task_200904102259_0008_r_001454 370079200 35 44
task_200904102259_0008_r_001455 370475500 35 44
task_200904102259_0008_r_001456 370437700 36 48
task_200904102259_0008_r_001457 370602300 35 43
task_200904102259_0008_r_001458 370470200 35 47
task_200904102259_0008_r_001459 370198500 35 44
task_200904102259_0008_r_001460 370532400 35 43
task_200904102259_0008_r_001461 370256600 35 45
task_200904102259_0008_r_001462 370482100 34 43
task_200904102259_0008_r_001463 370242900 35 44
task_200904102259_0008_r_001464 370719500 36 44
task_200904102259_0008_r_001465 370493100 36 44
task_200904102259_0008_r_001466 370259600 35 44
task_200904102259_0008_r_001467 370608800 35 44
task_200904102259_0008_r_001468 370586400 35 44
task_200904102259_0008_r_001469 370276700 37 45
task_200904102259_0008_r_001470 370118300 35 43
task_200904102259_0008_r_001471 369979600 36 44
task_200904102259_0008_r_001472 370678000 34 45
task_200904102259_0008_r_001473 370446500 35 43
task_200904102259_0008_r_001474 370773200 36 44
task_200904102259_0008_r_001475 370415000 36 45
task_200904102259_0008_r_001476 370426100 35 45
task_200904102259_0008_r_001477 370589000 35 43
task_200904102259_0008_r_001478 370621100 35 45
task_200904102259_0008_r_001479 370281600 35 45
task_200904102259_0008_r_001480 370217800 35 43
task_200904102259_0008_r_001481 370466800 35 44
task_200904102259_0008_r_001482 369931400 34 44
task_200904102259_0008_r_001483 370541400 35 44
task_200904102259_0008_r_001484 370531900 35 44
task_200904102259_0008_r_001485 370281200 36 44
task_200904102259_0008_r_001486 370301000 36 44
task_200904102259_0008_r_001487 370170200 36 44
task_200904102259_0008_r_001488 370734200 35 44
task_200904102259_0008_r_001489 370438300 36 45
task_200904102259_0008_r_001490 370470500 35 44
task_200904102259_0008_r_001491 370112700 35 45
task_200904102259_0008_r_001492 370347200 36 44
task_200904102259_0008_r_001493 370422800 35 44
task_200904102259_0008_r_001494 370423300 35 44
task_200904102259_0008_r_001495 370284800 34 42
task_200904102259_0008_r_001496 370683100 35 44
task_200904102259_0008_r_001497 370349400 34 44
task_200904102259_0008_r_001498 370310600 36 45
task_200904102259_0008_r_001499 370460100 36 44
task_200904102259_0008_r_001500 370263000 33 42
task_200904102259_0008_r_001501 370058100 34 45
task_200904102259_0008_r_001502 370236100 36 44
task_200904102259_0008_r_001503 370537800 35 45
task_200904102259_0008_r_001504 370513900 36 45
task_200904102259_0008_r_001505 370324300 35 45
task_200904102259_0008_r_001506 370358700 35 43
task_200904102259_0008_r_001507 370115800 35 43
task_200904102259_0008_r_001508 370133500 35 43
task_200904102259_0008_r_001509 370224300 35 43
task_200904102259_0008_r_001510 370368300 35 44
task_200904102259_0008_r_001511 370312700 35 44
task_200904102259_0008_r_001512 370479100 35 44
task_200904102259_0008_r_001513 370377600 35 44
task_200904102259_0008_r_001514 370463800 35 44
task_200904102259_0008_r_001515 370450700 36 45
task_200904102259_0008_r_001516 370018000 35 43
task_200904102259_0008_r_001517 370482700 36 45
task_200904102259_0008_r_001518 370509200 36 45
task_200904102259_0008_r_001519 370227200 36 44
task_200904102259_0008_r_001520 370381000 35 43
task_200904102259_0008_r_001521 370241300 36 44
task_200904102259_0008_r_001522 370372400 36 45
task_200904102259_0008_r_001523 370125900 37 45
task_200904102259_0008_r_001524 370354600 34 44
task_200904102259_0008_r_001525 370173900 35 42
task_200904102259_0008_r_001526 370646300 35 43
task_200904102259_0008_r_001527 370338300 36 45
task_200904102259_0008_r_001528 370674900 35 45
task_200904102259_0008_r_001529 370597400 35 44
task_200904102259_0008_r_001530 370481900 36 45
task_200904102259_0008_r_001531 370293400 35 43
task_200904102259_0008_r_001532 370584700 36 44
task_200904102259_0008_r_001533 370261500 40 49
task_200904102259_0008_r_001534 370687100 35 44
task_200904102259_0008_r_001535 370654400 35 44
task_200904102259_0008_r_001536 370327500 35 45
task_200904102259_0008_r_001537 370231100 36 45
task_200904102259_0008_r_001538 370686400 35 44
task_200904102259_0008_r_001539 370406500 35 44
task_200904102259_0008_r_001540 370021400 35 44
task_200904102259_0008_r_001541 370480400 34 43
task_200904102259_0008_r_001542 370529500 35 44
task_200904102259_0008_r_001543 370552300 35 45
task_200904102259_0008_r_001544 370430600 36 46
task_200904102259_0008_r_001545 370387200 35 43
task_200904102259_0008_r_001546 370087600 35 42
task_200904102259_0008_r_001547 370221300 36 45
task_200904102259_0008_r_001548 370250300 34 43
task_200904102259_0008_r_001549 370454200 35 46
task_200904102259_0008_r_001550 370522400 36 46
task_200904102259_0008_r_001551 370230000 35 44
task_200904102259_0008_r_001552 370610200 34 45
task_200904102259_0008_r_001553 370505900 36 44
task_200904102259_0008_r_001554 370263800 35 45
task_200904102259_0008_r_001555 370444000 35 45
task_200904102259_0008_r_001556 370495100 36 45
task_200904102259_0008_r_001557 370295700 35 45
task_200904102259_0008_r_001558 370288400 34 45
task_200904102259_0008_r_001559 370477000 35 43
task_200904102259_0008_r_001560 370469400 34 42
task_200904102259_0008_r_001561 370091600 35 43
task_200904102259_0008_r_001562 370699400 35 44
task_200904102259_0008_r_001563 370259600 35 43
task_200904102259_0008_r_001564 370764700 35 45
task_200904102259_0008_r_001565 370483500 35 45
task_200904102259_0008_r_001566 370130800 35 48
task_200904102259_0008_r_001567 370243300 34 43
task_200904102259_0008_r_001568 370363500 35 43
task_200904102259_0008_r_001569 370549200 36 45
task_200904102259_0008_r_001570 370414400 36 45
task_200904102259_0008_r_001571 370261700 35 44
task_200904102259_0008_r_001572 370439000 39 48
task_200904102259_0008_r_001573 370206700 36 45
task_200904102259_0008_r_001574 370008100 35 43
task_200904102259_0008_r_001575 370516100 35 45
task_200904102259_0008_r_001576 370354000 35 44
task_200904102259_0008_r_001577 370211300 36 44
task_200904102259_0008_r_001578 370620700 36 46
task_200904102259_0008_r_001579 370385200 35 44
task_200904102259_0008_r_001580 370345100 35 44
task_200904102259_0008_r_001581 370197100 36 44
task_200904102259_0008_r_001582 370339100 37 45
task_200904102259_0008_r_001583 370746600 34 43
task_200904102259_0008_r_001584 370556300 35 43
task_200904102259_0008_r_001585 370610200 36 45
task_200904102259_0008_r_001586 370185200 36 45
task_200904102259_0008_r_001587 370332500 36 44
task_200904102259_0008_r_001588 370779700 36 44
task_200904102259_0008_r_001589 370152600 35 43
task_200904102259_0008_r_001590 370603300 35 44
task_200904102259_0008_r_001591 370358500 36 45
task_200904102259_0008_r_001592 370600500 35 43
task_200904102259_0008_r_001593 370401300 36 44
task_200904102259_0008_r_001594 370633400 35 43
task_200904102259_0008_r_001595 370379700 39 47
task_200904102259_0008_r_001596 370287600 34 44
task_200904102259_0008_r_001597 370209500 36 45
task_200904102259_0008_r_001598 370631800 35 48
task_200904102259_0008_r_001599 370406000 36 44
task_200904102259_0008_r_001600 370300300 35 43
task_200904102259_0008_r_001601 370523500 34 43
task_200904102259_0008_r_001602 370488500 35 43
task_200904102259_0008_r_001603 370437400 35 43
task_200904102259_0008_r_001604 370369800 34 43
task_200904102259_0008_r_001605 370520900 35 44
task_200904102259_0008_r_001606 370378600 36 45
task_200904102259_0008_r_001607 370482500 37 45
task_200904102259_0008_r_001608 370492900 34 43
task_200904102259_0008_r_001609 370049600 35 44
task_200904102259_0008_r_001610 370446800 34 44
task_200904102259_0008_r_001611 370304600 35 45
task_200904102259_0008_r_001612 370629100 34 43
task_200904102259_0008_r_001613 370474600 35 45
task_200904102259_0008_r_001614 370134000 35 44
task_200904102259_0008_r_001615 370635400 34 42
task_200904102259_0008_r_001616 370077500 35 45
task_200904102259_0008_r_001617 370142800 35 45
task_200904102259_0008_r_001618 370317300 35 45
task_200904102259_0008_r_001619 370450200 34 47
task_200904102259_0008_r_001620 370042200 41 50
task_200904102259_0008_r_001621 370521300 36 45
task_200904102259_0008_r_001622 370342800 39 47
task_200904102259_0008_r_001623 370570800 35 45
task_200904102259_0008_r_001624 370216100 34 43
task_200904102259_0008_r_001625 370624300 36 44
task_200904102259_0008_r_001626 370319800 34 43
task_200904102259_0008_r_001627 370270200 35 45
task_200904102259_0008_r_001628 370526800 34 42
task_200904102259_0008_r_001629 370443100 35 44
task_200904102259_0008_r_001630 370173400 34 44
task_200904102259_0008_r_001631 370396500 35 44
task_200904102259_0008_r_001632 370212200 34 42
task_200904102259_0008_r_001633 370244700 36 45
task_200904102259_0008_r_001634 370172800 35 44
task_200904102259_0008_r_001635 370576900 38 47
task_200904102259_0008_r_001636 370408200 35 44
task_200904102259_0008_r_001637 370553200 35 43
task_200904102259_0008_r_001638 370552800 35 44
task_200904102259_0008_r_001639 370626600 36 45
task_200904102259_0008_r_001640 370525900 35 44
task_200904102259_0008_r_001641 370243000 36 45
task_200904102259_0008_r_001642 370420800 35 44
task_200904102259_0008_r_001643 370117000 36 46
task_200904102259_0008_r_001644 370593900 39 47
task_200904102259_0008_r_001645 370196600 35 44
task_200904102259_0008_r_001646 370365200 35 43
task_200904102259_0008_r_001647 370636700 34 43
task_200904102259_0008_r_001648 370447000 35 44
task_200904102259_0008_r_001649 370617500 35 44
task_200904102259_0008_r_001650 370612900 36 45
task_200904102259_0008_r_001651 370417500 35 44
task_200904102259_0008_r_001652 370324600 35 47
task_200904102259_0008_r_001653 370322500 35 48
task_200904102259_0008_r_001654 370215000 34 42
task_200904102259_0008_r_001655 369972600 39 47
task_200904102259_0008_r_001656 370292500 36 45
task_200904102259_0008_r_001657 370354900 35 42
task_200904102259_0008_r_001658 370145100 34 43
task_200904102259_0008_r_001659 370211000 35 44
task_200904102259_0008_r_001660 370400200 36 46
task_200904102259_0008_r_001661 370392800 36 47
task_200904102259_0008_r_001662 370339600 36 46
task_200904102259_0008_r_001663 370498000 36 45
task_200904102259_0008_r_001664 370446600 35 43
task_200904102259_0008_r_001665 369789400 35 44
task_200904102259_0008_r_001666 370439300 36 46
task_200904102259_0008_r_001667 370447800 36 44
task_200904102259_0008_r_001668 370404000 35 43
task_200904102259_0008_r_001669 370105800 36 44
task_200904102259_0008_r_001670 370570100 36 46
task_200904102259_0008_r_001671 370418400 36 45
task_200904102259_0008_r_001672 370392600 35 44
task_200904102259_0008_r_001673 370352300 35 43
task_200904102259_0008_r_001674 370678400 36 44
task_200904102259_0008_r_001675 370285500 35 43
task_200904102259_0008_r_001676 370495600 35 43
task_200904102259_0008_r_001677 370446100 35 45
task_200904102259_0008_r_001678 370655300 34 43
task_200904102259_0008_r_001679 370516100 34 43
task_200904102259_0008_r_001680 370334700 35 44
task_200904102259_0008_r_001681 370380800 36 47
task_200904102259_0008_r_001682 370311600 36 45
task_200904102259_0008_r_001683 370476000 36 45
task_200904102259_0008_r_001684 370019600 36 44
task_200904102259_0008_r_001685 369953300 36 45
task_200904102259_0008_r_001686 370701900 39 48
task_200904102259_0008_r_001687 370519500 35 43
task_200904102259_0008_r_001688 370624400 35 44
task_200904102259_0008_r_001689 370592400 39 48
task_200904102259_0008_r_001690 370546100 35 44
task_200904102259_0008_r_001691 370377500 34 44
task_200904102259_0008_r_001692 370263200 36 46
task_200904102259_0008_r_001693 370683600 35 43
task_200904102259_0008_r_001694 370600900 35 42
task_200904102259_0008_r_001695 370487300 35 44
task_200904102259_0008_r_001696 370388500 35 44
task_200904102259_0008_r_001697 370447600 34 43
task_200904102259_0008_r_001698 370564000 35 45
task_200904102259_0008_r_001699 370397600 36 46
task_200904102259_0008_r_001700 370518700 36 44
task_200904102259_0008_r_001701 370309300 35 44
task_200904102259_0008_r_001702 370363800 35 43
task_200904102259_0008_r_001703 370722600 36 44
task_200904102259_0008_r_001704 370335000 35 44
task_200904102259_0008_r_001705 370365500 36 44
task_200904102259_0008_r_001706 370665500 35 44
task_200904102259_0008_r_001707 370459700 35 44
task_200904102259_0008_r_001708 370702000 35 43
task_200904102259_0008_r_001709 370336900 41 49
task_200904102259_0008_r_001710 370472500 35 44
task_200904102259_0008_r_001711 370006800 35 44
task_200904102259_0008_r_001712 370454700 35 44
task_200904102259_0008_r_001713 370441200 39 47
task_200904102259_0008_r_001714 370077200 35 44
task_200904102259_0008_r_001715 370642100 35 44
task_200904102259_0008_r_001716 370230200 35 43
task_200904102259_0008_r_001717 370353100 35 45
task_200904102259_0008_r_001718 370420400 36 44
task_200904102259_0008_r_001719 370539400 35 43
task_200904102259_0008_r_001720 370305400 36 44
task_200904102259_0008_r_001721 370414500 36 44
task_200904102259_0008_r_001722 370520300 34 43
task_200904102259_0008_r_001723 370126800 35 44
task_200904102259_0008_r_001724 370370700 35 49
task_200904102259_0008_r_001725 370367800 39 47
task_200904102259_0008_r_001726 370368000 35 43
task_200904102259_0008_r_001727 370195300 35 44
task_200904102259_0008_r_001728 369983500 39 48
task_200904102259_0008_r_001729 370329200 34 45
task_200904102259_0008_r_001730 370725900 35 45
task_200904102259_0008_r_001731 370453500 35 45
task_200904102259_0008_r_001732 370296200 36 44
task_200904102259_0008_r_001733 369974800 35 45
task_200904102259_0008_r_001734 370443400 35 45
task_200904102259_0008_r_001735 370710700 35 43
task_200904102259_0008_r_001736 370600100 35 45
task_200904102259_0008_r_001737 370071500 35 45
task_200904102259_0008_r_001738 370379100 35 44
task_200904102259_0008_r_001739 370482100 36 45
task_200904102259_0008_r_001740 370704200 35 45
task_200904102259_0008_r_001741 370209100 35 43
task_200904102259_0008_r_001742 370542600 35 44
task_200904102259_0008_r_001743 370291800 35 45
task_200904102259_0008_r_001744 370364200 35 44
task_200904102259_0008_r_001745 369949200 35 44
task_200904102259_0008_r_001746 370416400 36 45
task_200904102259_0008_r_001747 370498500 35 44
task_200904102259_0008_r_001748 370297400 35 43
task_200904102259_0008_r_001749 370179400 36 45
task_200904102259_0008_r_001750 370880500 36 44
task_200904102259_0008_r_001751 369971200 35 43
task_200904102259_0008_r_001752 370319900 36 45
task_200904102259_0008_r_001753 370642900 35 43
task_200904102259_0008_r_001754 370160700 35 43
task_200904102259_0008_r_001755 370331200 36 45
task_200904102259_0008_r_001756 370392100 35 45
task_200904102259_0008_r_001757 370257700 35 44
task_200904102259_0008_r_001758 370337100 39 47
task_200904102259_0008_r_001759 370373600 35 44
task_200904102259_0008_r_001760 370317900 36 44
task_200904102259_0008_r_001761 370469300 35 47
task_200904102259_0008_r_001762 370125900 35 46
task_200904102259_0008_r_001763 370504300 34 44
task_200904102259_0008_r_001764 370369800 34 42
task_200904102259_0008_r_001765 370283600 36 45
task_200904102259_0008_r_001766 370547900 35 44
task_200904102259_0008_r_001767 370446100 35 43
task_200904102259_0008_r_001768 370438000 35 43
task_200904102259_0008_r_001769 370441700 35 45
task_200904102259_0008_r_001770 370479000 34 44
task_200904102259_0008_r_001771 370027700 35 44
task_200904102259_0008_r_001772 370287200 35 44
task_200904102259_0008_r_001773 370487600 39 47
task_200904102259_0008_r_001774 370334200 36 46
task_200904102259_0008_r_001775 370285000 36 46
task_200904102259_0008_r_001776 370352200 35 44
task_200904102259_0008_r_001777 370278600 36 45
task_200904102259_0008_r_001778 370415900 35 45
task_200904102259_0008_r_001779 370363000 35 45
task_200904102259_0008_r_001780 370317000 35 45
task_200904102259_0008_r_001781 370355900 36 45
task_200904102259_0008_r_001782 370523200 35 44
task_200904102259_0008_r_001783 370415400 35 43
task_200904102259_0008_r_001784 370107900 35 45
task_200904102259_0008_r_001785 370793100 36 45
task_200904102259_0008_r_001786 370011300 35 45
task_200904102259_0008_r_001787 370424400 36 45
task_200904102259_0008_r_001788 370113000 35 44
task_200904102259_0008_r_001789 370119900 36 44
task_200904102259_0008_r_001790 370380900 35 45
task_200904102259_0008_r_001791 370696700 38 46
task_200904102259_0008_r_001792 370184700 35 43
task_200904102259_0008_r_001793 370676100 36 45
task_200904102259_0008_r_001794 370336000 39 47
task_200904102259_0008_r_001795 370489000 35 43
task_200904102259_0008_r_001796 370715300 35 44
task_200904102259_0008_r_001797 370291200 36 46
task_200904102259_0008_r_001798 370409700 36 46
task_200904102259_0008_r_001799 370467500 35 46
task_200904102259_0008_r_001800 370413000 35 44
task_200904102259_0008_r_001801 370296500 34 42
task_200904102259_0008_r_001802 370215200 39 47
task_200904102259_0008_r_001803 370303400 35 43
task_200904102259_0008_r_001804 370482300 36 45
task_200904102259_0008_r_001805 370283400 35 44
task_200904102259_0008_r_001806 370417900 35 43
task_200904102259_0008_r_001807 370519800 36 45
task_200904102259_0008_r_001808 370233000 35 47
task_200904102259_0008_r_001809 370372000 35 45
task_200904102259_0008_r_001810 369823600 36 45
task_200904102259_0008_r_001811 370413300 35 44
task_200904102259_0008_r_001812 370332400 36 45
task_200904102259_0008_r_001813 370358300 35 43
task_200904102259_0008_r_001814 370368600 35 43
task_200904102259_0008_r_001815 370018900 35 43
