Name reduce-output-bytes shuffle-finish reduce-finish
task_200904102259_0008_r_000602 370502100 34 43
task_200904102259_0008_r_000603 370962600 35 44
task_200904102259_0008_r_000604 370500800 35 43
task_200904102259_0008_r_000605 370323600 35 44
task_200904102259_0008_r_000606 370590000 35 44
task_200904102259_0008_r_000607 370444200 35 44
task_200904102259_0008_r_000608 370552600 34 44
task_200904102259_0008_r_000609 370772100 36 45
task_200904102259_0008_r_000610 370150900 35 44
task_200904102259_0008_r_000611 370583300 35 43
task_200904102259_0008_r_000612 370552200 35 44
task_200904102259_0008_r_000613 370272300 35 45
task_200904102259_0008_r_000614 370291000 39 47
task_200904102259_0008_r_000615 370328700 34 44
task_200904102259_0008_r_000616 370420400 35 49
task_200904102259_0008_r_000617 370567800 35 45
task_200904102259_0008_r_000618 370533200 36 46
task_200904102259_0008_r_000619 370284900 35 47
task_200904102259_0008_r_000620 370485500 33 42
task_200904102259_0008_r_000621 370300400 35 43
task_200904102259_0008_r_000622 369789400 35 44
task_200904102259_0008_r_000623 370656300 33 41
task_200904102259_0008_r_000624 370372400 34 42
task_200904102259_0008_r_000625 370234500 34 42
task_200904102259_0008_r_000626 370399000 34 44
task_200904102259_0008_r_000627 370372000 35 44
task_200904102259_0008_r_000628 370183700 35 43
task_200904102259_0008_r_000629 370146900 35 43
task_200904102259_0008_r_000630 370239700 36 44
task_200904102259_0008_r_000631 370226600 36 45
task_200904102259_0008_r_000632 370643200 34 45
task_200904102259_0008_r_000633 370048600 34 43
task_200904102259_0008_r_000634 370585300 36 45
task_200904102259_0008_r_000635 370592400 35 43
task_200904102259_0008_r_000636 370268200 34 43
task_200904102259_0008_r_000637 370628100 34 42
task_200904102259_0008_r_000638 370371000 35 45
task_200904102259_0008_r_000639 370032600 39 47
task_200904102259_0008_r_000640 370150900 34 42
task_200904102259_0008_r_000641 370528000 33 43
task_200904102259_0008_r_000642 370712000 35 45
task_200904102259_0008_r_000643 370553700 35 43
task_200904102259_0008_r_000644 370106900 35 44
task_200904102259_0008_r_000645 370036300 35 44
task_200904102259_0008_r_000646 370497800 35 44
task_200904102259_0008_r_000647 370601900 39 47
task_200904102259_0008_r_000648 370552300 35 45
task_200904102259_0008_r_000649 370813200 34 43
task_200904102259_0008_r_000650 370368600 34 42
task_200904102259_0008_r_000651 370322100 34 43
task_200904102259_0008_r_000652 370343200 35 45
task_200904102259_0008_r_000653 370470000 36 45
task_200904102259_0008_r_000654 370668900 35 44
task_200904102259_0008_r_000655 370455000 36 45
task_200904102259_0008_r_000656 370532500 35 44
task_200904102259_0008_r_000657 370338800 35 45
task_200904102259_0008_r_000658 370262300 35 44
task_200904102259_0008_r_000659 370276000 35 44
task_200904102259_0008_r_000660 370642100 35 44
task_200904102259_0008_r_000661 370440600 34 42
task_200904102259_0008_r_000662 370715200 39 47
task_200904102259_0008_r_000663 370598000 35 44
task_200904102259_0008_r_000664 370408300 39 47
task_200904102259_0008_r_000665 370207200 35 43
task_200904102259_0008_r_000666 370313700 35 44
task_200904102259_0008_r_000667 370399900 35 43
task_200904102259_0008_r_000668 370162700 35 44
task_200904102259_0008_r_000669 370521200 35 45
task_200904102259_0008_r_000670 370614900 34 45
task_200904102259_0008_r_000671 369948300 35 44
task_200904102259_0008_r_000672 370536700 35 43
task_200904102259_0008_r_000673 370222400 36 44
task_200904102259_0008_r_000674 370221700 35 45
task_200904102259_0008_r_000675 370419400 35 43
task_200904102259_0008_r_000676 370285200 35 45
task_200904102259_0008_r_000677 370520100 35 44
task_200904102259_0008_r_000678 370390900 35 45
task_200904102259_0008_r_000679 369981100 35 44
task_200904102259_0008_r_000680 370397000 34 42
task_200904102259_0008_r_000681 370353900 35 44
task_200904102259_0008_r_000682 370625300 36 45
task_200904102259_0008_r_000683 370137400 35 44
task_200904102259_0008_r_000684 370443900 35 42
task_200904102259_0008_r_000685 370279400 35 43
task_200904102259_0008_r_000686 370519100 35 47
task_200904102259_0008_r_000687 370206900 35 45
task_200904102259_0008_r_000688 370037400 33 42
task_200904102259_0008_r_000689 370460200 33 41
task_200904102259_0008_r_000690 370035200 35 45
task_200904102259_0008_r_000691 370464000 35 43
task_200904102259_0008_r_000692 370622200 47 55
task_200904102259_0008_r_000693 370658500 34 42
task_200904102259_0008_r_000694 370485600 41 50
task_200904102259_0008_r_000695 370669600 35 43
task_200904102259_0008_r_000696 370461000 35 43
task_200904102259_0008_r_000697 370809700 34 43
task_200904102259_0008_r_000698 370483400 35 44
task_200904102259_0008_r_000699 370073600 35 44
task_200904102259_0008_r_000700 370339500 33 41
task_200904102259_0008_r_000701 370550600 33 43
task_200904102259_0008_r_000702 370325500 35 44
task_200904102259_0008_r_000703 370228700 34 42
task_200904102259_0008_r_000704 370668300 34 44
task_200904102259_0008_r_000705 370574800 34 44
task_200904102259_0008_r_000706 370358900 34 44
task_200904102259_0008_r_000707 370580800 34 49
task_200904102259_0008_r_000708 370286800 35 44
task_200904102259_0008_r_000709 370116800 36 44
task_200904102259_0008_r_000710 370541600 39 47
task_200904102259_0008_r_000711 370516600 35 45
task_200904102259_0008_r_000712 370031000 34 43
task_200904102259_0008_r_000713 370659300 34 43
task_200904102259_0008_r_000714 370492700 33 42
task_200904102259_0008_r_000715 370654500 35 43
task_200904102259_0008_r_000716 370296100 35 44
task_200904102259_0008_r_000717 370510200 36 46
task_200904102259_0008_r_000718 370637500 35 45
task_200904102259_0008_r_000719 370231600 36 48
task_200904102259_0008_r_000720 370295000 34 43
task_200904102259_0008_r_000721 370439100 35 45
task_200904102259_0008_r_000722 370596600 35 44
task_200904102259_0008_r_000723 370798000 39 47
task_200904102259_0008_r_000724 370581400 35 45
task_200904102259_0008_r_000725 370321700 35 45
task_200904102259_0008_r_000726 370222600 35 43
task_200904102259_0008_r_000727 370076900 39 47
task_200904102259_0008_r_000728 370141900 33 42
task_200904102259_0008_r_000729 370374300 39 47
task_200904102259_0008_r_000730 370133500 34 43
task_200904102259_0008_r_000731 370492000 34 43
task_200904102259_0008_r_000732 370674200 35 44
task_200904102259_0008_r_000733 370427600 34 43
task_200904102259_0008_r_000734 369853000 35 46
task_200904102259_0008_r_000735 370089100 34 43
task_200904102259_0008_r_000736 370402900 36 45
task_200904102259_0008_r_000737 370183200 34 44
task_200904102259_0008_r_000738 370310200 34 43
task_200904102259_0008_r_000739 370331700 36 45
task_200904102259_0008_r_000740 370727300 36 45
task_200904102259_0008_r_000741 370408400 38 47
task_200904102259_0008_r_000742 370345000 34 43
task_200904102259_0008_r_000743 370322900 35 44
task_200904102259_0008_r_000744 370313600 35 44
task_200904102259_0008_r_000745 370696000 35 50
task_200904102259_0008_r_000746 370325800 35 44
task_200904102259_0008_r_000747 370499500 36 46
task_200904102259_0008_r_000748 369929600 35 44
task_200904102259_0008_r_000749 370577500 35 44
task_200904102259_0008_r_000750 370120300 35 44
task_200904102259_0008_r_000751 370510000 35 44
task_200904102259_0008_r_000752 370533800 35 45
task_200904102259_0008_r_000753 370202400 34 44
task_200904102259_0008_r_000754 370201600 34 44
task_200904102259_0008_r_000755 370444100 34 44
task_200904102259_0008_r_000756 370546400 33 43
task_200904102259_0008_r_000757 370539300 34 43
task_200904102259_0008_r_000758 370629100 34 44
task_200904102259_0008_r_000759 370426900 33 43
task_200904102259_0008_r_000760 370806000 33 42
task_200904102259_0008_r_000761 370479500 33 43
task_200904102259_0008_r_000762 370555200 35 43
task_200904102259_0008_r_000763 370315600 35 43
task_200904102259_0008_r_000764 370264700 34 42
task_200904102259_0008_r_000765 370699700 34 43
task_200904102259_0008_r_000766 370450000 36 45
task_200904102259_0008_r_000767 370320300 35 43
task_200904102259_0008_r_000768 370561500 35 43
task_200904102259_0008_r_000769 370714400 33 42
task_200904102259_0008_r_000770 371047400 34 44
task_200904102259_0008_r_000771 370462000 33 42
task_200904102259_0008_r_000772 370200000 34 42
task_200904102259_0008_r_000773 370796800 35 44
task_200904102259_0008_r_000774 370524500 38 46
task_200904102259_0008_r_000775 369837200 35 44
task_200904102259_0008_r_000776 370413400 33 43
task_200904102259_0008_r_000777 370111500 34 42
task_200904102259_0008_r_000778 370481900 33 43
task_200904102259_0008_r_000779 370745000 34 43
task_200904102259_0008_r_000780 370222400 35 43
task_200904102259_0008_r_000781 370490500 34 42
task_200904102259_0008_r_000782 370397700 35 44
task_200904102259_0008_r_000783 370234700 35 44
task_200904102259_0008_r_000784 370378400 35 47
task_200904102259_0008_r_000785 370552500 35 44
task_200904102259_0008_r_000786 370594800 34 44
task_200904102259_0008_r_000787 370477200 35 46
task_200904102259_0008_r_000788 370430500 35 48
task_200904102259_0008_r_000789 370353100 39 47
task_200904102259_0008_r_000790 370298700 36 46
task_200904102259_0008_r_000791 370320900 35 44
task_200904102259_0008_r_000792 370373400 35 44
task_200904102259_0008_r_000793 370762000 35 45
task_200904102259_0008_r_000794 370277600 36 45
task_200904102259_0008_r_000795 370878100 35 44
task_200904102259_0008_r_000796 370630300 35 44
task_200904102259_0008_r_000797 370396500 35 42
task_200904102259_0008_r_000798 370458200 39 48
task_200904102259_0008_r_000799 370183600 35 47
task_200904102259_0008_r_000800 370410900 36 46
task_200904102259_0008_r_000801 370752300 36 44
task_200904102259_0008_r_000802 370417700 35 43
task_200904102259_0008_r_000803 370224300 35 44
task_200904102259_0008_r_000804 370261200 35 43
task_200904102259_0008_r_000805 370267500 39 48
task_200904102259_0008_r_000806 370445700 34 42
task_200904102259_0008_r_000807 370536800 36 44
task_200904102259_0008_r_000808 370534300 35 46
task_200904102259_0008_r_000809 370480100 34 43
task_200904102259_0008_r_000810 370197200 35 49
task_200904102259_0008_r_000811 370582600 35 44
task_200904102259_0008_r_000812 371100900 36 44
task_200904102259_0008_r_000813 370488600 36 45
task_200904102259_0008_r_000814 370469000 36 45
task_200904102259_0008_r_000815 370216000 35 44
task_200904102259_0008_r_000816 370327100 34 45
task_200904102259_0008_r_000817 370313700 34 45
task_200904102259_0008_r_000818 370277300 34 45
task_200904102259_0008_r_000819 370315200 34 45
task_200904102259_0008_r_000820 370751200 33 42
task_200904102259_0008_r_000821 370355300 35 44
task_200904102259_0008_r_000822 370174200 35 45
task_200904102259_0008_r_000823 370142800 35 44
task_200904102259_0008_r_000824 370724300 34 45
task_200904102259_0008_r_000825 370603200 34 43
task_200904102259_0008_r_000826 370567400 34 43
task_200904102259_0008_r_000827 370474900 33 42
task_200904102259_0008_r_000828 370312400 35 44
task_200904102259_0008_r_000829 370320700 34 43
task_200904102259_0008_r_000830 370374400 36 45
task_200904102259_0008_r_000831 370236100 35 44
task_200904102259_0008_r_000832 370660600 36 44
task_200904102259_0008_r_000833 370190400 35 47
task_200904102259_0008_r_000834 370603200 35 46
task_200904102259_0008_r_000835 370316000 35 45
task_200904102259_0008_r_000836 370204600 35 45
task_200904102259_0008_r_000837 370636800 34 44
task_200904102259_0008_r_000838 370478200 33 42
task_200904102259_0008_r_000839 370425300 39 47
task_200904102259_0008_r_000840 370302900 35 45
task_200904102259_0008_r_000841 370444300 36 45
task_200904102259_0008_r_000842 370454700 35 46
task_200904102259_0008_r_000843 370363900 36 44
task_200904102259_0008_r_000844 370253600 34 43
task_200904102259_0008_r_000845 370514000 34 44
task_200904102259_0008_r_000846 370043200 35 45
task_200904102259_0008_r_000847 370498100 35 46
task_200904102259_0008_r_000848 370444700 35 44
task_200904102259_0008_r_000849 370283500 34 44
task_200904102259_0008_r_000850 370460800 34 44
task_200904102259_0008_r_000851 370216100 34 44
task_200904102259_0008_r_000852 370177200 35 44
task_200904102259_0008_r_000853 370521300 36 44
task_200904102259_0008_r_000854 370580600 36 46
task_200904102259_0008_r_000855 370456300 36 45
task_200904102259_0008_r_000856 370522800 34 45
task_200904102259_0008_r_000857 369976700 35 43
task_200904102259_0008_r_000858 370138900 35 45
task_200904102259_0008_r_000859 370280800 35 45
task_200904102259_0008_r_000860 370581000 34 42
task_200904102259_0008_r_000861 370666900 35 44
task_200904102259_0008_r_000862 370454200 35 47
task_200904102259_0008_r_000863 370491100 34 42
task_200904102259_0008_r_000864 370652100 34 43
task_200904102259_0008_r_000865 370589800 35 45
task_200904102259_0008_r_000866 370780700 34 44
task_200904102259_0008_r_000867 370423600 35 43
task_200904102259_0008_r_000868 370279600 35 46
task_200904102259_0008_r_000869 370468300 35 43
task_200904102259_0008_r_000870 370217400 34 43
task_200904102259_0008_r_000871 370815900 39 48
task_200904102259_0008_r_000872 370637000 36 45
task_200904102259_0008_r_000873 370301200 35 45
task_200904102259_0008_r_000874 370631200 35 52
task_200904102259_0008_r_000875 370194000 35 45
task_200904102259_0008_r_000876 370451400 35 44
task_200904102259_0008_r_000877 370298400 35 45
task_200904102259_0008_r_000878 370389400 36 44
task_200904102259_0008_r_000879 370713900 34 44
task_200904102259_0008_r_000880 370337400 39 47
task_200904102259_0008_r_000881 370500000 45 54
task_200904102259_0008_r_000882 370171500 35 42
task_200904102259_0008_r_000883 370206700 35 44
task_200904102259_0008_r_000884 370524200 35 43
task_200904102259_0008_r_000885 370051500 35 44
task_200904102259_0008_r_000886 370531900 35 45
task_200904102259_0008_r_000887 370333300 35 45
task_200904102259_0008_r_000888 370172400 35 45
task_200904102259_0008_r_000889 370526300 34 43
task_200904102259_0008_r_000890 370435400 35 43
task_200904102259_0008_r_000891 370197800 35 44
task_200904102259_0008_r_000892 370587700 34 42
task_200904102259_0008_r_000893 370274300 34 44
task_200904102259_0008_r_000894 370365400 35 44
task_200904102259_0008_r_000895 370538000 34 44
task_200904102259_0008_r_000896 370222700 34 44
task_200904102259_0008_r_000897 370449400 34 44
task_200904102259_0008_r_000898 370323200 35 44
task_200904102259_0008_r_000899 370094300 36 45
task_200904102259_0008_r_000900 370469700 36 45
task_200904102259_0008_r_000901 370212200 35 45
task_200904102259_0008_r_000902 370799000 34 45
task_200904102259_0008_r_000903 370132300 35 45
task_200904102259_0008_r_000904 370114700 36 45
task_200904102259_0008_r_000905 370352700 35 45
task_200904102259_0008_r_000906 370526900 36 44
task_200904102259_0008_r_000907 370112200 34 44
task_200904102259_0008_r_000908 370243700 35 44
task_200904102259_0008_r_000909 370655100 35 43
task_200904102259_0008_r_000910 370218200 36 44
task_200904102259_0008_r_000911 370300000 35 44
task_200904102259_0008_r_000912 370509500 35 44
task_200904102259_0008_r_000913 370441500 36 44
task_200904102259_0008_r_000914 370983700 35 44
task_200904102259_0008_r_000915 370269400 36 45
task_200904102259_0008_r_000916 370252900 36 45
task_200904102259_0008_r_000917 370362000 35 44
task_200904102259_0008_r_000918 370664800 34 43
task_200904102259_0008_r_000919 370426200 34 42
task_200904102259_0008_r_000920 369997500 42 51
task_200904102259_0008_r_000921 370296800 42 51
task_200904102259_0008_r_000922 369673900 36 46
task_200904102259_0008_r_000923 370095300 36 44
task_200904102259_0008_r_000924 370596100 36 45
task_200904102259_0008_r_000925 370499200 35 41
task_200904102259_0008_r_000926 370007800 35 44
task_200904102259_0008_r_000927 370317800 36 44
task_200904102259_0008_r_000928 370277500 35 44
task_200904102259_0008_r_000929 370361700 35 45
task_200904102259_0008_r_000930 370591500 35 44
task_200904102259_0008_r_000931 370509300 35 45
task_200904102259_0008_r_000932 370161600 35 44
task_200904102259_0008_r_000933 370485400 34 44
task_200904102259_0008_r_000934 370305300 35 43
task_200904102259_0008_r_000935 370162000 35 44
task_200904102259_0008_r_000936 370496800 34 42
task_200904102259_0008_r_000937 370188200 35 49
task_200904102259_0008_r_000938 370236000 35 44
task_200904102259_0008_r_000939 370264000 35 45
task_200904102259_0008_r_000940 370177300 35 44
task_200904102259_0008_r_000941 370038600 35 48
task_200904102259_0008_r_000942 370373600 33 42
task_200904102259_0008_r_000943 370571600 35 44
task_200904102259_0008_r_000944 370271900 38 48
task_200904102259_0008_r_000945 370316000 35 43
task_200904102259_0008_r_000946 370442900 36 45
task_200904102259_0008_r_000947 370565000 39 47
task_200904102259_0008_r_000948 370061300 34 43
task_200904102259_0008_r_000949 370322000 35 46
task_200904102259_0008_r_000950 370655300 35 44
task_200904102259_0008_r_000951 370288900 34 42
task_200904102259_0008_r_000952 370364400 35 43
task_200904102259_0008_r_000953 370593800 35 44
task_200904102259_0008_r_000954 370109500 34 44
task_200904102259_0008_r_000955 370449300 34 43
task_200904102259_0008_r_000956 370296700 35 43
task_200904102259_0008_r_000957 370221100 35 44
task_200904102259_0008_r_000958 370366400 34 44
task_200904102259_0008_r_000959 370270900 36 45
task_200904102259_0008_r_000960 370184400 34 43
task_200904102259_0008_r_000961 370053900 36 45
task_200904102259_0008_r_000962 370347800 35 43
task_200904102259_0008_r_000963 370508700 36 45
task_200904102259_0008_r_000964 370418700 35 44
task_200904102259_0008_r_000965 370257500 36 45
task_200904102259_0008_r_000966 370120800 36 44
task_200904102259_0008_r_000967 370504000 35 44
task_200904102259_0008_r_000968 370052800 35 44
task_200904102259_0008_r_000969 370483200 35 44
task_200904102259_0008_r_000970 370482300 34 42
task_200904102259_0008_r_000971 370405600 36 45
task_200904102259_0008_r_000972 370230300 36 44
task_200904102259_0008_r_000973 370158300 35 44
task_200904102259_0008_r_000974 370347300 39 48
task_200904102259_0008_r_000975 370248600 34 43
task_200904102259_0008_r_000976 370621100 35 50
task_200904102259_0008_r_000977 370411500 39 49
task_200904102259_0008_r_000978 370288100 35 45
task_200904102259_0008_r_000979 370426600 35 49
task_200904102259_0008_r_000980 370470500 35 46
task_200904102259_0008_r_000981 370362800 35 43
task_200904102259_0008_r_000982 370458300 35 44
task_200904102259_0008_r_000983 370453500 35 46
task_200904102259_0008_r_000984 370330900 34 43
task_200904102259_0008_r_000985 370418300 33 45
task_200904102259_0008_r_000986 370392400 34 43
task_200904102259_0008_r_000987 370431900 34 42
task_200904102259_0008_r_000988 370440200 35 43
task_200904102259_0008_r_000989 370452300 34 43
task_200904102259_0008_r_000990 370552500 34 43
task_200904102259_0008_r_000991 370663600 39 48
task_200904102259_0008_r_000992 370413400 35 43
task_200904102259_0008_r_000993 369989700 35 43
task_200904102259_0008_r_000994 370191800 35 43
task_200904102259_0008_r_000995 370657500 35 44
task_200904102259_0008_r_000996 370170100 35 50
task_200904102259_0008_r_000997 370190000 36 46
task_200904102259_0008_r_000998 370132600 36 46
task_200904102259_0008_r_000999 370400600 35 43
task_200904102259_0008_r_001000 370280100 35 44
task_200904102259_0008_r_001001 370217800 35 43
task_200904102259_0008_r_001002 370224500 35 45
task_200904102259_0008_r_001003 370477200 36 44
task_200904102259_0008_r_001004 370550900 35 43
task_200904102259_0008_r_001005 370196400 36 44
task_200904102259_0008_r_001006 370134200 35 43
task_200904102259_0008_r_001007 370219700 37 46
task_200904102259_0008_r_001008 370370400 35 44
task_200904102259_0008_r_001009 370657800 35 45
task_200904102259_0008_r_001010 370554300 34 42
task_200904102259_0008_r_001011 370328000 39 47
task_200904102259_0008_r_001012 370357600 35 44
task_200904102259_0008_r_001013 370828700 34 44
task_200904102259_0008_r_001014 370465600 34 47
task_200904102259_0008_r_001015 370543500 38 46
task_200904102259_0008_r_001016 370429400 35 44
task_200904102259_0008_r_001017 370256600 35 45
task_200904102259_0008_r_001018 370434100 35 44
task_200904102259_0008_r_001019 370332600 35 45
task_200904102259_0008_r_001020 370158100 36 44
task_200904102259_0008_r_001021 370616200 39 48
task_200904102259_0008_r_001022 370558500 34 45
task_200904102259_0008_r_001023 370522600 36 45
task_200904102259_0008_r_001024 370432700 39 47
task_200904102259_0008_r_001025 370204100 35 45
task_200904102259_0008_r_001026 370322200 35 43
task_200904102259_0008_r_001027 370431200 35 42
task_200904102259_0008_r_001028 370173800 34 43
task_200904102259_0008_r_001029 370605300 34 44
task_200904102259_0008_r_001030 370411500 35 48
task_200904102259_0008_r_001031 370164600 35 44
task_200904102259_0008_r_001032 370340100 36 44
task_200904102259_0008_r_001033 370455700 34 44
task_200904102259_0008_r_001034 370315500 36 45
task_200904102259_0008_r_001035 370654000 35 45
task_200904102259_0008_r_001036 370501600 35 42
task_200904102259_0008_r_001037 370253000 35 45
task_200904102259_0008_r_001038 370381100 47 54
task_200904102259_0008_r_001039 370553200 35 43
task_200904102259_0008_r_001040 370426400 34 44
task_200904102259_0008_r_001041 370355400 36 49
task_200904102259_0008_r_001042 370111700 35 44
task_200904102259_0008_r_001043 370758000 35 44
task_200904102259_0008_r_001044 370345900 35 45
task_200904102259_0008_r_001045 370258400 35 45
task_200904102259_0008_r_001046 370271100 35 44
task_200904102259_0008_r_001047 370301000 35 44
task_200904102259_0008_r_001048 370465100 35 43
task_200904102259_0008_r_001049 370113800 35 44
task_200904102259_0008_r_001050 370334600 35 44
task_200904102259_0008_r_001051 370428300 35 45
task_200904102259_0008_r_001052 370400900 34 44
task_200904102259_0008_r_001053 370270300 35 46
task_200904102259_0008_r_001054 370243500 36 45
task_200904102259_0008_r_001055 370332600 35 44
task_200904102259_0008_r_001056 370129900 36 44
task_200904102259_0008_r_001057 370407400 35 44
task_200904102259_0008_r_001058 370688200 36 44
task_200904102259_0008_r_001059 370632200 35 45
task_200904102259_0008_r_001060 370337300 35 44
task_200904102259_0008_r_001061 370375500 35 44
task_200904102259_0008_r_001062 370213700 35 45
task_200904102259_0008_r_001063 370363500 35 44
task_200904102259_0008_r_001064 370320200 35 45
task_200904102259_0008_r_001065 370600200 36 45
task_200904102259_0008_r_001066 370284700 35 45
task_200904102259_0008_r_001067 370195600 35 45
task_200904102259_0008_r_001068 370360500 34 43
task_200904102259_0008_r_001069 370434700 35 44
task_200904102259_0008_r_001070 370479300 36 44
task_200904102259_0008_r_001071 370546000 35 44
task_200904102259_0008_r_001072 370437900 39 48
task_200904102259_0008_r_001073 370040800 35 44
task_200904102259_0008_r_001074 370612400 35 43
task_200904102259_0008_r_001075 370646400 35 43
task_200904102259_0008_r_001076 370654300 35 45
task_200904102259_0008_r_001077 370190400 39 47
task_200904102259_0008_r_001078 370200100 34 44
task_200904102259_0008_r_001079 370340600 35 45
task_200904102259_0008_r_001080 370543400 36 46
task_200904102259_0008_r_001081 370412100 35 44
task_200904102259_0008_r_001082 370325600 38 51
task_200904102259_0008_r_001083 370256900 35 45
task_200904102259_0008_r_001084 370443400 35 44
task_200904102259_0008_r_001085 369999800 34 43
task_200904102259_0008_r_001086 370133900 35 44
task_200904102259_0008_r_001087 370616000 35 44
task_200904102259_0008_r_001088 370721000 35 44
task_200904102259_0008_r_001089 370514100 35 45
task_200904102259_0008_r_001090 370221400 35 45
task_200904102259_0008_r_001091 370320400 34 43
task_200904102259_0008_r_001092 370212900 34 44
task_200904102259_0008_r_001093 370573400 35 44
task_200904102259_0008_r_001094 370262200 34 44
task_200904102259_0008_r_001095 370731500 35 44
task_200904102259_0008_r_001096 370402300 36 45
task_200904102259_0008_r_001097 370478000 35 45
task_200904102259_0008_r_001098 370812100 35 44
task_200904102259_0008_r_001099 370557900 35 44
task_200904102259_0008_r_001100 370137700 35 44
task_200904102259_0008_r_001101 370376800 35 44
task_200904102259_0008_r_001102 370410400 36 45
task_200904102259_0008_r_001103 370399100 36 44
task_200904102259_0008_r_001104 370540600 35 46
task_200904102259_0008_r_001105 370557900 35 46
task_200904102259_0008_r_001106 370226600 35 46
task_200904102259_0008_r_001107 370583900 34 47
task_200904102259_0008_r_001108 370306600 34 44
task_200904102259_0008_r_001109 370574600 35 44
task_200904102259_0008_r_001110 370781400 39 48
task_200904102259_0008_r_001111 370186500 35 45
task_200904102259_0008_r_001112 370136200 35 44
task_200904102259_0008_r_001113 370449200 36 46
task_200904102259_0008_r_001114 370437300 36 46
task_200904102259_0008_r_001115 370448000 34 44
task_200904102259_0008_r_001116 370215600 35 44
task_200904102259_0008_r_001117 370470200 34 43
task_200904102259_0008_r_001118 370693800 34 43
task_200904102259_0008_r_001119 370538400 35 43
task_200904102259_0008_r_001120 370202400 35 50
task_200904102259_0008_r_001121 370465100 35 43
task_200904102259_0008_r_001122 370345800 36 45
task_200904102259_0008_r_001123 370324500 35 45
task_200904102259_0008_r_001124 370097800 36 45
task_200904102259_0008_r_001125 370567200 34 43
task_200904102259_0008_r_001126 370075800 36 45
task_200904102259_0008_r_001127 370168600 34 43
task_200904102259_0008_r_001128 370436500 35 43
task_200904102259_0008_r_001129 370368300 34 43
task_200904102259_0008_r_001130 370324600 35 44
task_200904102259_0008_r_001131 369872800 34 43
task_200904102259_0008_r_001132 370096500 36 45
task_200904102259_0008_r_001133 370145500 35 44
task_200904102259_0008_r_001134 370583300 36 44
task_200904102259_0008_r_001135 370098000 36 44
task_200904102259_0008_r_001136 370681700 35 44
task_200904102259_0008_r_001137 370337500 34 42
task_200904102259_0008_r_001138 370345100 36 46
task_200904102259_0008_r_001139 370657300 35 44
task_200904102259_0008_r_001140 370264100 36 45
task_200904102259_0008_r_001141 370318400 35 45
task_200904102259_0008_r_001142 370456300 36 44
task_200904102259_0008_r_001143 370715900 35 44
task_200904102259_0008_r_001144 370363900 36 45
task_200904102259_0008_r_001145 370392000 35 44
task_200904102259_0008_r_001146 370455100 34 42
task_200904102259_0008_r_001147 370441800 35 44
task_200904102259_0008_r_001148 370242400 35 43
task_200904102259_0008_r_001149 370342900 34 44
task_200904102259_0008_r_001150 370395900 34 42
task_200904102259_0008_r_001151 370160900 35 43
task_200904102259_0008_r_001152 370286100 35 44
task_200904102259_0008_r_001153 370506400 35 45
task_200904102259_0008_r_001154 370357900 34 45
task_200904102259_0008_r_001155 370227900 35 45
task_200904102259_0008_r_001156 370663300 38 47
task_200904102259_0008_r_001157 370455000 35 46
task_200904102259_0008_r_001158 370577400 36 44
task_200904102259_0008_r_001159 370361400 34 43
task_200904102259_0008_r_001160 370207200 36 45
task_200904102259_0008_r_001161 370280300 35 45
task_200904102259_0008_r_001162 370740100 35 43
task_200904102259_0008_r_001163 370516900 35 43
task_200904102259_0008_r_001164 369932300 34 44
task_200904102259_0008_r_001165 370139500 40 48
task_200904102259_0008_r_001166 370558000 42 51
task_200904102259_0008_r_001167 370190700 35 45
task_200904102259_0008_r_001168 370026400 35 43
task_200904102259_0008_r_001169 370187700 35 43
task_200904102259_0008_r_001170 370317000 35 43
task_200904102259_0008_r_001171 370430400 36 45
task_200904102259_0008_r_001172 370202000 34 43
task_200904102259_0008_r_001173 370471200 34 43
task_200904102259_0008_r_001174 370418200 35 45
task_200904102259_0008_r_001175 370031600 35 45
task_200904102259_0008_r_001176 370715700 35 44
task_200904102259_0008_r_001177 370387100 35 44
task_200904102259_0008_r_001178 369982800 35 44
task_200904102259_0008_r_001179 370668800 35 44
task_200904102259_0008_r_001180 370244500 34 43
task_200904102259_0008_r_001181 370164900 35 43
task_200904102259_0008_r_001182 370403700 35 45
task_200904102259_0008_r_001183 370267400 35 45
task_200904102259_0008_r_001184 370754600 35 45
task_200904102259_0008_r_001185 370715700 33 42
task_200904102259_0008_r_001186 370401300 35 44
task_200904102259_0008_r_001187 370379900 34 44
task_200904102259_0008_r_001188 370462100 35 44
task_200904102259_0008_r_001189 370521900 35 44
task_200904102259_0008_r_001190 370301100 36 45
task_200904102259_0008_r_001191 370773700 35 44
task_200904102259_0008_r_001192 370495900 35 43
task_200904102259_0008_r_001193 370579100 35 44
task_200904102259_0008_r_001194 370424900 35 45
task_200904102259_0008_r_001195 370253600 35 44
task_200904102259_0008_r_001196 370384200 35 43
task_200904102259_0008_r_001197 370220800 34 44
task_200904102259_0008_r_001198 370376900 35 44
task_200904102259_0008_r_001199 370421900 36 45
task_200904102259_0008_r_001200 370314400 36 49
task_200904102259_0008_r_001201 370984100 36 44
task_200904102259_0008_r_001202 370188700 36 48
task_200904102259_0008_r_001203 370458900 36 48
task_200904102259_0008_r_001204 370199300 34 43
task_200904102259_0008_r_001205 370566500 39 47
task_200904102259_0008_r_001206 370565600 35 51
task_200904102259_0008_r_001207 370389500 35 43
task_200904102259_0008_r_001208 370076500 35 44
